Date,Time,Location,Subregion,Operator,FlightType,Cause,Aboard,Fatalities,FatalityRate
07/17/2000,07:34,"Patna, India",Southern Asia,Indian Airlines/Alliance Airlines,commercial,"fire, pilot_error",58.0,55.0,1.0344827586206897
07/19/2000,00:30,"Linneus, Maine",Northern America,Airwave Transport,commercial,"mechanical, weather, cfit, pilot_error",2.0,2.0,1.0
07/20/2000,13:12,"Nassau, Bahamas",Caribbean,Allied Air Freight,commercial,mechanical,2.0,2.0,1.0
07/21/2000,10:20,"Maui, Hawaii",Northern America,Blue Hawaiian Helicopters,commercial,"weather, cfit",7.0,7.0,1.0
07/25/2000,16:44,"Gonesse, France",Western Europe,Air France,commercial,"fire, mechanical, pilot_error",109.0,109.0,1.036697247706422
07/26/2000,,"Mafraq, Jordan",Western Asia,Military - Royal Jordanian Air Force,military,unknown,13.0,13.0,1.0
07/27/2000,10:31,"Jodhura, Nepal",Southern Asia,Royal Nepal Airlines,commercial,"weather, cfit",25.0,25.0,1.0
08/02/2000,08:45,"Cubatao, Brazil",South America,Air taxi - Lider Air Taxi,civilian,fire,6.0,6.0,1.0
08/06/2000,15:55,"Puerto Montt, Chile",South America,Military - Fuerza Aérea de Chile,military,"weather, cfit",14.0,14.0,1.0
08/09/2000,08:00,"Burlington Township, New Jersey",Northern America,Patuxent Airways / Private,civilian,"mechanical, collision, pilot_error",11.0,11.0,1.0
08/12/2000,,"Near Tshikapa, Congo",Middle Africa,Staer Air,commercial,mechanical,27.0,27.0,1.0
08/14/2000,23:57,"Teslin Lake, British Columbia, Canada",Northern America,RCMP-GRC Air Services,commercial,"weather, pilot_error",2.0,2.0,1.0
08/15/2000,08:25,"Lumber City, Georgia",Northern America,Air Taxi,civilian,"fire, mechanical, collision, cfit, pilot_error",3.0,3.0,1.0
08/23/2000,19:30,"Off Manama, Bahrain",Western Asia,Gulf Air,commercial,"fire, mechanical, pilot_error",143.0,143.0,1.0
08/25/2000,17:30,"Hilo Bay, Hawaii",Northern America,Big Island Airlines,commercial,"fire, mechanical",9.0,1.0,0.1111111111111111
08/26/2000,12:10,"Near La Fortuna, Costa Rica",Central America,SANSA,commercial,"weather, cfit",10.0,10.0,1.0
09/02/2000,,"Mount Montezuma, Colombia",South America,Military - Fuerza Aérea Colombiana,military,cfit,7.0,7.0,1.0
09/04/2000,15:10,"Near Burketown, Australia",Australia and New Zealand,Charter - Central Air,commercial,pilot_error,8.0,8.0,1.0
09/16/2000,09:25,"Kumarapura, Sri Lanka",Southern Asia,Military - Sri Lanka Air Force,military,"weather, cfit",14.0,14.0,1.0
09/18/2000,15:10,"Nuiqsut, Alaska",Northern America,Cape Smythe Air Service,commercial,"fire, mechanical, collision, pilot_error",10.0,5.0,0.5
10/06/2000,16:55,"Reynosa, Mexico",Central America,Aeromexico,commercial,weather,88.0,0.0,0.045454545454545456
12/11/2000,14:45,"Near Sumacal, Beni, BO",unknown,Servicio Aereo Manchupo,commercial,"fire, cfit",6.0,6.0,1.0
10/08/2000,15:20,"Port Radium, Northwest Territories, Canada",Northern America,Summit Air Charters,commercial,"weather, cfit",3.0,3.0,1.0
10/09/2000,09:50,"Lummi Island, Washington",Northern America,Empire Airlines,commercial,"mechanical, weather, cfit, pilot_error",1.0,1.0,1.0
10/10/2000,14:52,"Wichita, Kansas",Northern America,Bombardier Aerospace,commercial,pilot_error,3.0,2.0,0.6666666666666666
10/16/2000,17:33,"Hillsboro, Missouri",Northern America,Private,civilian,"fire, mechanical, weather, cfit",3.0,3.0,1.0
10/19/2000,12:12,"Near Sam Neua, Laos",South-eastern Asia,Lao Aviation,commercial,"weather, cfit",17.0,8.0,0.47058823529411764
10/25/2000,18:15,"Near Batumi, Republiof Georgia",Western Asia,Military - Russian Air Force,military,"fire, mechanical, weather, cfit, pilot_error",86.0,86.0,1.0
10/31/2000,23:17,"Taipei, Taiwan",Eastern Asia,Singapore Airlines,commercial,"fire, weather",179.0,83.0,0.46368715083798884
10/31/2000,11:27,"Near Monaquimbundo, Angola",Middle Africa,Aca-Ancargo,commercial,"shot_down, fire",44.0,44.0,1.0
11/07/2000,,"Luabo, DemocratiRepubliCongo",Middle Africa,Malu Aviation,commercial,"fire, pilot_error",11.0,2.0,0.18181818181818182
11/09/2000,01:23,"Fort Wayne, Indiana",Northern America,Superior Aviation,commercial,"fire, mechanical, cfit",1.0,1.0,1.0
11/15/2000,13:05,"Near Luanda, Angola",Middle Africa,Asa Pesada,commercial,"fire, mechanical",57.0,57.0,1.0
11/20/2000,12:22,"Miami, Florida",Northern America,American Airlines,commercial,"fire, mechanical, pilot_error",114.0,1.0,0.008771929824561403
11/25/2000,06:04,"Cordoba, Spain",Southern Europe,Mayoral Executive Jet,commercial,unknown,2.0,1.0,0.5
01/14/2001,17:29,"Near Lake Point, Utah",Northern America,Skydive Salt Lake - Charter,commercial,"mechanical, weather, cfit, pilot_error",9.0,9.0,1.0
01/23/2001,21:35,"Eider Point, Alaska",Northern America,MajestiAir Cargo,commercial,"mechanical, weather, cfit, pilot_error",2.0,2.0,1.0
01/25/2001,18:15,"Ciudad Bolivar, Venezuela",South America,Rutaca Airlines,commercial,"fire, pilot_error",24.0,24.0,1.0
01/27/2001,17:37,"Byers, Colorado",Northern America,North Bay Charter,commercial,unknown,10.0,10.0,1.0
01/31/2001,16:50,"El Yopal, Colombia",South America,Lineas Aereas Suramericanas,commercial,"fire, mechanical, cfit",6.0,3.0,0.5
02/08/2001,19:20,"Beaver Island, Minnesota",Northern America,Northern Illinois Flight Center,commercial,"weather, cfit, pilot_error",6.0,2.0,0.3333333333333333
02/08/2001,15:40,"Nurnberg, Germany",Western Europe,E.A.S. Aeroservizi,commercial,"mechanical, cfit, pilot_error",3.0,3.0,1.0
02/10/2001,,"Jakobkondre, Suriname",South America,Gum Air Charter,commercial,cfit,10.0,10.0,1.0
02/27/2001,17:30,"Near Granton Harbour, Scotland",Northern Europe,Loganair,commercial,mechanical,2.0,2.0,1.0
03/02/2001,,"Rio Azul Farm, Brazil",South America,Air taxi - Cuiaba Air Taxi,civilian,"fire, pilot_error",6.0,6.0,1.0
03/03/2001,14:48,"Bangkok, Thailand",South-eastern Asia,Thai Airways,commercial,fire,5.0,1.0,0.2
03/03/2001,09:55,"Unadilla, Georgia",Northern America,Military - Florida Army National Guard,military,"fire, weather",21.0,21.0,1.0
03/15/2001,,"Medina, Saudi Arabia",Western Asia,Vnukovo Airlines,commercial,sabotage,174.0,3.0,0.017241379310344827
03/17/2001,10:00,"Near Lubango, Angola",Middle Africa,Sociedade de Aviacao Ligeira Charter,commercial,"weather, cfit",17.0,16.0,0.9411764705882353
03/24/2001,16:30,"Gustavia, St. Barthélémy, French West Indies",Caribbean,Air Caraibes,commercial,"fire, weather",19.0,19.0,1.0526315789473684
03/26/2001,18:25,"Jadura, Indonesia",South-eastern Asia,Merpati Nusantara Airlines,commercial,fire,3.0,3.0,1.0
03/29/2001,19:01,"Near Aspen, Colorado",Northern America,Jetwingsco Inc. - Private Charter,civilian,"fire, weather, cfit",18.0,18.0,1.0
04/02/2001,16:30,"Ashbaubenon, Wisconsin",Northern America,Jet Wings,commercial,"weather, pilot_error",1.0,1.0,1.0
04/04/2001,,"Adar Yeil, Sudan",Northern Africa,Military - Sudan Air Force,military,unknown,30.0,14.0,0.4666666666666667
04/07/2001,15:30,"Thanh Tranh Village, Vietnam",South-eastern Asia,SFC Vietnam - Charter - Full Account,commercial,"weather, cfit",16.0,16.0,1.0
04/28/2001,05:15,"Near Roque Perez, Argentina",South America,Private - Techint  group,civilian,mechanical,10.0,10.0,1.0
05/16/2001,13:15,"Malatya, Turkey",Western Asia,Military - Turkish Air Force,military,weather,34.0,34.0,1.0
05/17/2001,12:21,"Mendoza, Argentina",South America,Fuerza Aérea Argentina,commercial,mechanical,5.0,5.0,1.0
05/17/2001,07:45,"Near Sari, Iran",Western Asia,Faraz Qeshm Airlines,commercial,"weather, cfit",30.0,30.0,1.0
05/22/2001,16:35,"Near Myakotino, Russia",Eastern Europe,Military - Russian Air Force,military,unknown,7.0,7.0,1.0
06/15/2001,14:30,"Jayapura, Indonesia",South-eastern Asia,Manunggal Air,commercial,"mechanical, cfit",19.0,1.0,0.05263157894736842
07/04/2001,02:08,"Near Irkutsk, Russia",Eastern Europe,Vladivostokavia,commercial,"fire, mechanical, pilot_error",145.0,145.0,1.0
07/05/2001,11:40,"Off Chinhae, South Korea",Eastern Asia,Private  - Daewoo Shipbuilding,civilian,"weather, cfit, pilot_error",12.0,8.0,0.6666666666666666
07/12/2001,12:05,"Near Puerto Cabello, Venezuela",South America,Private - OverteCompany,civilian,"fire, mechanical",13.0,13.0,1.0
07/14/2001,08:53,"Near Moscow, Russia",Eastern Europe,Russ Air Transport Company,commercial,"fire, pilot_error",10.0,10.0,1.0
07/30/2001,16:00,"Haines, Alaska",Northern America,Air Taxi,civilian,"weather, cfit",6.0,6.0,1.0
08/05/2001,04:43,"Reykjavík, Iceland",Northern Europe,Naske Air,commercial,"mechanical, cfit, pilot_error",3.0,3.0,1.0
08/10/2001,14:35,"Near Meadview, Arizona",Northern America,Papillon Grand Canyon Helicopters of Las Vegas,commercial,"fire, cfit",7.0,6.0,0.8571428571428571
08/23/2001,,"Mugogo, DemocratiRepubliCongo",Middle Africa,Victoria Airlines,commercial,mechanical,11.0,4.0,0.36363636363636365
08/24/2001,18:46,"Terceira, Azores",Southern Europe,Canadian Air Transat,commercial,"fire, mechanical",304.0,0.0,0.0
08/24/2001,05:42,"Ithaca, New York",Northern America,Ameristar Jet Charter,commercial,"mechanical, weather, cfit, pilot_error",2.0,2.0,1.0
08/25/2001,18:45,"Marsh Harbour, Bahamas",Caribbean,Blackhawk Int. Airways  - Private charter,civilian,"fire, pilot_error",9.0,9.0,1.0
08/29/2001,10:15,"Near Malaga, Spain",Southern Europe,Binter Mediterráneo,commercial,mechanical,47.0,4.0,0.0851063829787234
09/11/2001,10:03,"Shanksville, Pennsylvania",Northern America,United Air Lines,commercial,sabotage,44.0,44.0,1.0
09/11/2001,09:45,"Arlington, Virginia.",Northern America,American Airlines,commercial,sabotage,64.0,64.0,2.953125
09/11/2001,08:47,"New York City, New York",Northern America,American Airlines,commercial,sabotage,92.0,92.0,30.891304347826086
09/11/2001,09:03,"New York City, New York",Northern America,United Air Lines,commercial,sabotage,65.0,65.0,43.30769230769231
09/12/2001,16:25,"Near Chichen Itza, Mexico",Central America,Aero Ferinco Charter,commercial,unknown,19.0,19.0,1.0
09/15/2001,,"Belo Horizonte, Brazil",South America,TAM (Brazil),commercial,mechanical,82.0,1.0,0.012195121951219513
09/18/2001,07:30,"Guatemala City, Guatemala",Central America,AtlantiAirlines,commercial,mechanical,13.0,9.0,0.6923076923076923
10/03/2001,13:38,"Decatur Island, Washington",Northern America,Aeronautical Services - Air Taxi,civilian,"mechanical, collision, cfit, pilot_error",3.0,3.0,1.0
10/04/2001,13:44,"110 miles SW of Sochi, Russia",Eastern Europe,Sibir Airlines,commercial,"fire, cfit",78.0,78.0,1.0
10/08/2001,08:10,"Milan, Italy",Southern Europe,Scandinavian Airlines (SAS) / Private,civilian,"fire, mechanical, weather, collision, cfit, pilot_error",114.0,114.0,1.0350877192982457
10/08/2001,17:50,"Mollet Lake, Quebec, Canada",Northern America,Air Saint Maurice Inc.,commercial,"cfit, pilot_error",7.0,3.0,0.42857142857142855
10/10/2001,09:26,"Dillingham, Alaska",Northern America,PenAir,commercial,"mechanical, weather, pilot_error",10.0,10.0,1.0
10/10/2001,10:42,"Off Valencia, Spain",Southern Europe,Flightline,commercial,weather,10.0,10.0,1.0
10/11/2001,23:35,"Shamattawa, Canada",Northern America,Perimeter Airlines,commercial,"weather, cfit",3.0,2.0,0.6666666666666666
10/13/2001,18:00,"Near Humiata, Brazil",South America,Air Taxi - Continental Air Taxi,civilian,mechanical,6.0,3.0,0.5
10/18/2001,15:43,"Anchorage, Alaska",Northern America,ERA Aviation - Air Taxi,civilian,"mechanical, weather, pilot_error",5.0,3.0,0.6
11/12/2001,09:16,"Belle Harbor, Queens, New York",Northern America,American Airlines,commercial,"mechanical, weather, pilot_error",260.0,260.0,1.0192307692307692
11/19/2001,21:19,"Kalyazin, Russia",Eastern Europe,Charter - IRS Aero,commercial,"fire, pilot_error",27.0,27.0,1.0
11/22/2001,13:05,"Pittsburgh, Pennsylvania",Northern America,Universal Jet Aviation,commercial,"mechanical, pilot_error",2.0,2.0,1.0
11/23/2001,18:35,"Palade, Estonia",Northern Europe,ELK Aviation Co. (leased from Eminex),commercial,unknown,17.0,2.0,0.11764705882352941
11/24/2001,22:07,"Birchwil, Switzerland",Western Europe,Crossair,commercial,"weather, cfit",33.0,24.0,0.7272727272727273
11/27/2001,01:56,"Port Harcourt, Nigeria",Western Africa,MK Airlines,commercial,fire,13.0,1.0,0.07692307692307693
11/28/2001,11:48,"San Jerónimo de Moravia , Costa Rica",Central America,SANSA,commercial,"weather, cfit",8.0,3.0,0.375
12/01/2001,12:54,"Near Novaya Inya , Russia",Eastern Europe,"Military - Russian, cargo",military,fire,18.0,18.0,1.0
12/01/2001,01:43,"Bessemer, Alabama",Northern America,Air Carriers,commercial,"mechanical, weather, cfit, pilot_error",2.0,2.0,1.0
12/10/2001,18:21,"Sierra Blanca, Texas",Northern America,Air Cargo Express,commercial,undetermined,2.0,2.0,1.0
12/14/2001,,"Geti, DemocratiRepubliCongo",Middle Africa,Eagle Air,commercial,shot_down,6.0,6.0,1.0
12/16/2001,10:21,"Near Medellin, Colombia",South America,Heliandes,commercial,"weather, cfit",16.0,16.0,1.0
12/20/2001,22'08,"Zurich, Switzerland",Western Europe,Eagle Air,commercial,weather,2.0,2.0,1.0
12/26/2001,10:20,"Bremerhaven, Germany",Western Europe,BAL Bremerhaven Airline,commercial,cfit,9.0,8.0,0.8888888888888888
01/01/2002,18:02,"Hollywood, Florida",Northern America,Air Taxi - Air Taxi Inc.,civilian,"fuel, mechanical, cfit, pilot_error",5.0,5.0,1.0
01/04/2002,12:07,"Birmingham, England",Northern Europe,Agco Corp,commercial,"fire, mechanical, weather",5.0,5.0,1.0
01/09/2002,,"Shamsi AFB, Pakistan",Southern Asia,Military - U.S. Air Force,military,"weather, cfit",7.0,7.0,1.0
01/14/2002,07:28,"Bilbao, Spain",Southern Europe,Ibertrans Aérea,commercial,"weather, cfit",3.0,3.0,1.0
01/15/2002,08:45,"Chilpancingo, Mexico",Central America,Procuraduría General de la República,commercial,"fire, cfit",17.0,5.0,0.29411764705882354
01/16/2002,16:29,"Near Solo, Indonesia",South-eastern Asia,Garuda Indonesia Airlines,commercial,"mechanical, cfit",62.0,1.0,0.016129032258064516
01/17/2002,11:00,"Near La Bonita, Ecuador",South America,Petroproducción,commercial,cfit,26.0,26.0,1.0
01/19/2002,c: 9:40,"Near Milford Sound, New Zealand",Australia and New Zealand,Air Fiordland,commercial,"weather, cfit",6.0,6.0,1.0
01/27/2002,,"Near Luena, Angola",Middle Africa,Military - Angolan  Air Force,military,weather,40.0,5.0,0.125
01/28/2002,11:00,"Near Ipiales, Colombia",South America,TAME,commercial,"weather, cfit",92.0,92.0,1.0
02/02/2002,17:15,"Ellsworth AFB, South Dakota",Northern America,Military - U.S. Air Force,military,pilot_error,2.0,2.0,1.0
02/12/2002,07:50,"Near Khorramabed, Iran",Western Asia,Iran Air Tours,commercial,"weather, cfit, pilot_error",117.0,117.0,1.0
02/15/2002,06:08,"Monrovia, Liberia",Western Africa,Tiramavia,commercial,unknown,10.0,1.0,0.1
02/21/2002,20:44,"Lakhta, Russia",Eastern Europe,Military - Russian Navy,military,weather,20.0,17.0,0.85
02/22/2002,02:30,"Off Dumaguete, Philippines",South-eastern Asia,Military - U.S. Army,military,cfit,10.0,10.0,1.0
03/09/2002,13:40,"Monte Rotondo, Italy",Southern Europe,Svedijos Prekés,commercial,"weather, cfit, pilot_error",3.0,3.0,1.0
03/14/2002,16:30,"Near Placetas, Cuba",Caribbean,Charter - Aerotaxi,commercial,"mechanical, weather",17.0,17.0,1.0
03/15/2002,2:00,"Alma, Wisconsin",Northern America,Priorty Air Charter,commercial,"mechanical, weather, cfit, pilot_error",1.0,1.0,1.0
03/17/2002,8:02,"Off Djibouti, Republiof Djibouti",unknown,Djibouti Airlines,commercial,cfit,4.0,4.0,1.0
04/01/2002,07:25,"Near Cairns, QLD, Australia",Australia and New Zealand,Air Taxi,civilian,"weather, cfit",4.0,4.0,1.0
04/12/2002,04:07,"Palma de Mallorca, Spain",Southern Europe,Tadair,commercial,unknown,2.0,2.0,1.0
04/15/2002,11:23,"Busan, South Korea",Eastern Asia,Air China,commercial,"weather, cfit",166.0,128.0,0.7710843373493976
04/18/2002,09:30,"Near Sweers Island, QLD, Australia",Australia and New Zealand,Air taxi,civilian,weather,6.0,6.0,1.0
04/19/2002,09:15,"Popayán, Colombia",South America,SELVA Colombia,commercial,unknown,8.0,3.0,0.375
04/24/2002,13:00,"Near Olancho, Honduras",Central America,Private,civilian,"fire, cfit",6.0,6.0,1.0
04/28/2002,06:15,"Near Abakan, Russia",Eastern Europe,Private,civilian,"weather, cfit",20.0,8.0,0.4
05/04/2002,13:30,"Kano, Nigeria",Western Africa,EAS Airlines (Executive Airline Services),commercial,"fire, mechanical",77.0,74.0,1.9350649350649352
05/07/2002,15:17,"Near Tunis, Tunisia",Northern Africa,EgyptAir,commercial,"mechanical, weather, cfit, pilot_error",62.0,14.0,0.22580645161290322
05/07/2002,21:32,"Off Dalian, China",Eastern Asia,China Northern Airlines,commercial,"sabotage, fire",112.0,112.0,1.0
05/21/2002,19:30,"Near Calabar, Nigeria",Western Africa,Sky Executive Air Services,commercial,"weather, cfit, pilot_error",5.0,5.0,1.0
05/25/2002,15:29,"Off Penghu Island, Taiwan",Eastern Asia,China Airlines (Taiwan),commercial,"mechanical, weather, cfit, pilot_error",225.0,225.0,1.0
05/25/2002,,"Near Nabire, Indonesia",South-eastern Asia,Trigana Air Service,commercial,weather,6.0,6.0,1.0
06/01/2002,06:45,"George, South Africa",Southern Africa,Airquarius Aviation - Charter,commercial,"mechanical, weather, cfit, pilot_error",3.0,3.0,1.0
06/02/2002,,"Near Ndalatando, Angola",Middle Africa,Military - Angolan Armed Forces,military,weather,25.0,20.0,0.8
06/04/2002,,"Oiapoque, Amapa, Brazil",South America,Marco Zero Air Taxi,civilian,weather,5.0,5.0,1.0
06/11/2002,09:20,"Winnipeg, Manitoba",Northern America,Keystone Air Services Ltd. - Air Taxi,civilian,"fuel, mechanical",8.0,1.0,0.125
06/12/2002,21:24,"Near Gardez, Afghanistan",Southern Asia,Military - U.S. Air Force,military,pilot_error,10.0,3.0,0.3
07/01/2002,23:36,"Uberlingen, Germany",Western Europe,Bashkirian Airlines / DHL Worldwide Express,commercial,collision,71.0,71.0,1.0
07/04/2002,12:30,"San Dimas, California",Northern America,Private,civilian,"mechanical, cfit, pilot_error",2.0,2.0,2.0
07/04/2002,11:15,"Bangui, Central African Republic",Middle Africa,Prestige Airlines (Cargo) Charter,commercial,unknown,27.0,25.0,0.9259259259259259
07/12/2002,11:45,"Port Alsworth, Alaska",Northern America,"Air Taxi - Bigfoot Air of Alaska, LLC",civilian,"mechanical, cfit, pilot_error",4.0,4.0,1.0
07/16/2002,,"Near Long Barai, Indonesia",South-eastern Asia,Sabang Merauke Raya Air Charter,commercial,cfit,10.0,10.0,1.0
07/16/2002,19:45,"Off Cromer, Norfork, England",Northern Europe,Bristow Helicopters,commercial,"mechanical, cfit",11.0,11.0,1.0
07/17/2002,14:22,"Surkhet, Nepal",Southern Asia,Skyline Airways,commercial,"weather, cfit",4.0,4.0,1.0
07/27/2002,12:45,"Lviv, Ukraine",Eastern Europe,Military - Ukraine Air Force,military,"mechanical, pilot_error",2.0,0.0,42.5
07/28/2002,15:25,"Moscow, Russia",Eastern Europe,Pulkovo Aviation Enterprise,commercial,"fire, pilot_error",16.0,14.0,0.875
08/07/2002,22:00,"Caguas, Puerto Rico",Caribbean,Military - U.S. Air Force,military,"fire, weather, cfit",10.0,10.0,1.0
08/15/2002,12:35,"Kadjuduwa Watta, Sri Lanka",Southern Asia,Military - Sri Lanka Air Force,military,mechanical,5.0,5.0,1.0
08/19/2002,,"Khankala, Chechnya",Eastern Europe,Military - Russian Air Force,military,"shot_down, fire, mechanical",147.0,121.0,0.8231292517006803
08/22/2002,09:41,"Pokhara, Nepal",Southern Asia,Shangri La Air,commercial,"weather, cfit",18.0,18.0,1.0
08/29/2002,11:58,"Near Ayan, Russia",Eastern Europe,Vostok Aviakompania,commercial,weather,16.0,16.0,1.0
08/30/2002,13:08,"Lexington, Kentucky",Northern America,Care Flight International,commercial,"fire, mechanical, cfit, pilot_error",5.0,1.0,0.2
08/30/2002,18:30,"Rio Branco, Brazil",South America,Rico Taxi Aéreo,commercial,weather,31.0,23.0,0.7419354838709677
09/02/2002,,"Near Xichang, China",Eastern Asia,CAAC Air TraffiManagement Bureau,commercial,"weather, collision, cfit",3.0,3.0,1.0
09/04/2002,09:00,"High Prarie, Alberta, Canada",Northern America,Airco Charters - Air Taxi,civilian,cfit,2.0,2.0,1.0
09/13/2002,13:41,"Pucallpa, Peru",South America,Aero Pantanal - Air Taxi,civilian,cfit,6.0,6.0,1.0
09/14/2002,,"Paranapanema, Sao Paulo, Brazil",South America,Total  Air Lines,commercial,undetermined,2.0,2.0,1.0
09/28/2002,11:35,"Near Natashquan, Quebec, Canada",Northern America,Deraps Aviation,commercial,"weather, cfit",4.0,3.0,0.75
10/01/2002,,"Vasco, India",Southern Asia,Military - Indian Navy,military,collision,12.0,12.0,1.4166666666666667
10/07/2002,09:10,"Santa Cruz do Sul, Brazil",South America,American Virginia,commercial,"weather, collision, pilot_error",5.0,1.0,0.2
10/23/2002,19:45,"Spanish Fort, Alabama",Northern America,Mid-AtlantiFreight,commercial,"weather, pilot_error",1.0,1.0,1.0
10/25/2002,10:22,"Eveleth, Minnesota",Northern America,Aviation Charter - Air Taxi,civilian,"fire, mechanical, weather, cfit, pilot_error",8.0,8.0,1.0
11/06/2002,10:10,"Near Niederanven, Luxembourg",Western Europe,Luxair,commercial,"fire, mechanical, weather",22.0,20.0,0.9090909090909091
11/07/2002,10:27,"Tarakan, Indonesia",South-eastern Asia,Dirgantara Air Services,commercial,"mechanical, cfit",10.0,7.0,0.7
11/08/2002,14:58,"Taos, New Mexico",Northern America,Richmor Aviation,commercial,"weather, cfit, pilot_error",2.0,2.0,1.0
11/11/2002,06:09,"Manila, Philippines",South-eastern Asia,Laoag International Airlines,commercial,"fuel, mechanical, pilot_error",34.0,19.0,0.5588235294117647
11/28/2002,14:15,"Masai Mara Game Reserve, Kenya",Eastern Africa,Eagle Aviation,commercial,mechanical,20.0,1.0,0.05
12/09/2002,11:41,"Mena, Arkansas",Northern America,Raytheon Aircraft,commercial,"mechanical, weather, cfit, pilot_error",3.0,3.0,1.0
12/13/2002,,"Gohu Airstrip, Papua New Guinea",Melanesia,Island Airways Ltd.,commercial,cfit,8.0,8.0,1.0
11/15/2003,18:30,"Mosul, Iraq",Western Asia,Military - U.S. Army,military,"shot_down, collision, cfit",22.0,17.0,0.7727272727272727
12/17/2002,22:51,"Rockford, Illinois",Northern America,Planemasters,commercial,"mechanical, weather, cfit, pilot_error",1.0,1.0,1.0
12/21/2002,01:52,"Off Pachao Tao, Taiwan",Eastern Asia,Transasia Airways,commercial,"cfit, pilot_error",2.0,2.0,1.0
12/23/2002,19:30,"Near Isfanan, Iran",Western Asia,Aeromist-Kharkiv,commercial,"cfit, pilot_error",44.0,44.0,1.0
12/25/2002,01:00,"Off Manteo, North Carolina",Northern America,Telford Aviation,commercial,weather,1.0,1.0,1.0
12/26/2002,11:20,"Curitiba, Brazil",South America,Military - Brazilian Air Force,military,mechanical,16.0,3.0,0.1875
12/27/2002,15:00,"Anjouan, Comoros Islands",Eastern Africa,Ocean Airlines,commercial,"weather, cfit",16.0,1.0,0.0625
01/08/2003,20:28,"Diyarbakir, Turkey",Western Asia,Turkish Airlines (THY),commercial,weather,80.0,75.0,0.9375
01/08/2003,08:53,"Charlotte, North Carolina",Northern America,US Air Express/Air Midwest,commercial,"fire, mechanical, weather, pilot_error",21.0,21.0,1.0
01/09/2003,08:43,"Near Chachapoyas, Peru",South America,TANS Airlines,commercial,"cfit, pilot_error",46.0,46.0,1.0
01/17/2003,,"Near Ndjolé, Gabon",Middle Africa,Aerocom,commercial,cfit,7.0,7.0,1.0
01/24/2003,16:45,"Busia, Kenya",Eastern Africa,African Commuter Services,commercial,"mechanical, pilot_error",13.0,3.0,0.23076923076923078
01/31/2003,15:21,"Baucau, East Timor",South-eastern Asia,Euro Asia Aviation,commercial,"weather, cfit",6.0,6.0,1.0
02/07/2003,,"Near Agadir, Morocco",Northern Africa,Volare Aviation Enterprise,commercial,cfit,8.0,8.0,1.0
02/10/2003,19:42,"Tallinn, Estonia",Northern Europe,Enimex,commercial,"fire, mechanical, cfit, pilot_error",3.0,2.0,0.6666666666666666
02/16/2003,20:02,"Ferguson, Kentucky",Northern America,Air Taxi - Great Northern Aircraft Co.,civilian,"mechanical, weather, cfit, pilot_error",7.0,3.0,0.42857142857142855
02/19/2003,17:30,"Near Shahdad, Iran",Western Asia,Military - IslamiRevolution's Guards Corps,military,"weather, cfit",275.0,275.0,1.0
02/20/2003,08:52,"Near Kohat, Pakistan",Southern Asia,Military - Pakistan Air Force,military,"cfit, pilot_error",17.0,17.0,1.0
03/01/2003,14:25,"Near Barki, Russia",Eastern Europe,Private - Kabanov - skydiving,civilian,"mechanical, weather",25.0,11.0,0.44
03/06/2003,15:45,"Tamanrasset, Algeria",Northern Africa,Air Algerie,commercial,"fire, mechanical",103.0,102.0,0.9902912621359223
03/27/2003,12:30,"Mulia, Indonesia",South-eastern Asia,PT Air Regional,commercial,cfit,16.0,4.0,0.25
03/28/2003,15:49,"New Vienna, Iowa",Northern America,Morris Hancock Flying Club - Charter,commercial,"mechanical, weather, cfit, pilot_error",3.0,3.0,1.0
05/08/2003,,"Near Kinshasa, Congo",Middle Africa,Ukrainian Cargo Airlines -  Congolese Army Charter,military,unknown,200.0,129.0,0.645
05/26/2003,04:45,"Near Macka, Turkey",Western Asia,Ukranian-Mediterranean Airlines,commercial,"weather, cfit",75.0,75.0,1.0
05/28/2003,13:30,"Talkeetna, Alaska",Northern America,McKinley Air Service - Air Taxi,civilian,"mechanical, weather, cfit, pilot_error",4.0,4.0,1.0
06/01/2003,15:26,"Milan, Italy",Southern Europe,Eurojet Italila,commercial,unknown,2.0,2.0,1.0
06/04/2003,,"Near Oiapoque,  Brazil",South America,Air Taxi - Marco Zero Air Taxi,civilian,unknown,5.0,5.0,1.0
06/06/2003,19:15,"Christchurch, New Zealand",Australia and New Zealand,Charter - Air Adventures New Zealand Ltd,commercial,"weather, cfit",10.0,8.0,0.8
06/11/2003,,"Belo Horizonte, Brazil",South America,Astro Air Taxi,civilian,"mechanical, pilot_error",4.0,4.0,1.0
06/15/2003,09:35,"Volcano, Hawaii",Northern America,Paradise Tour Helicopters,commercial,"mechanical, cfit, pilot_error",4.0,4.0,1.0
06/22/2003,23:55,"Near Brest, France",Western Europe,Brit Air,commercial,"fire, weather",24.0,1.0,0.041666666666666664
06/25/2003,13:00,"Near Rudshour, Iran",Western Asia,Military - IslamiRepubliof Iran Air Force,military,cfit,7.0,7.0,1.0
06/25/2003,15:50,"Anchor Point, Alaska",Northern America,Hallo Bay Air - Air Taxi,civilian,"collision, cfit",3.0,3.0,1.0
06/26/2003,19:30,"Near Rooisand Desert Ranch, Namibia",Southern Africa,ComvaAviation,commercial,cfit,4.0,4.0,1.0
06/30/2003,10:50,"Blida, Algeria",Northern Africa,Military - Algerian Air Force,military,"fire, mechanical",4.0,4.0,3.75
